emoji,hexcode,cleaned_description,cleaned_llm_description,openmoji_tags
🔂,1f502,arrow pointing clockwise direction number badge lower corner used music player application loop track album,emoji represents repeat single button often found medium player device indicating action playing medium item beginning repeating single action,"arrow, clockwise, once"
🔃,1f503,circular arrow pointing anticlockwise direction similar symbol sometimes used refresh rotate,emoji show two arrow forming loop moving clockwise often used indicate circular motion rotation repeating process,"arrow, clockwise, reload"
🔄,1f504,two arrow forming circle pointing anticlockwise direction similar symbol sometimes used refresh rotate,emoji represents counterclockwise arrow button often used indicate circular motion reversing order going backward sequence process,"anticlockwise, arrow, counterclockwise, withershins"
🔅,1f505,icon outlined sun used decreasing brightness screen appears smaller high brightness symbol,emoji represents dim button often used indicate decrease brightness volume symbolizing decrease intensity visibility,"brightness, dim, low"
🔆,1f506,icon outlined sun used increasing brightness screen appears larger low brightness symbol,emoji represents bright button often used indicate brightness control emphasize bright shining element message,"bright, brightness"
🔇,1f507,speaker red line indicating muted volume silencing audio,emoji represents muted speaker indicating sound turned silenced often used express someone allowed speak show audio,"mute, quiet, silent, speaker"
🔈️,1f508,speaker cone displayed without sound wave,emoji represents speaker low volume often used convey quiet soft sound indicate decrease audio level,soft
🔉,1f509,speaker cone displayed one sound wave generally used icon indicate decreasing volume phone computer previously displayed two sound wave android instead one,emoji represents speaker medium volume often used indicate adjusting sound level expressing moderate level noise communication,medium
🔊,1f50a,speaker cone displayed three sound wave generally used icon indicate increasing volume phone computer used google chrome browser indicate browser window playing sound,emoji represents speaker high volume often used convey loud sound amplify communication also symbolize broadcasting public address system,loud
🔋,1f50b,electric battery used power device flashlight generally depicted upright green cylinder aa cell white indicator positive facing negative terminal,emoji represents battery symbolizing energy power charging often used express running energy indicate electronic device,battery
🔌,1f50c,electric plug inserted socket power device depicted black twopronged plug various angle end cable,emoji represents electric plug symbolizing electricity charging connectivity often used context device appliance power source,"electric, electricity, plug"
🔍️,1f50d,classic magnifying glass used view small object lens pointed left generally depicted angle black handle clear blue silverframed lens titled upper left associated detective search zoom icon computer like magnifying glass titled right commonly used various sens searching looking inspecting etc,emoji represents magnifying glass tilted left often used symbolize searching investigating examining something closely,"glass, magnifying, search, tool"
🔎,1f50e,classic magnifying glass used view small object lens pointed right generally depicted angle black handle clear blue silverframed lens titled upper right associated detective search zoom icon computer like magnifying glass titled left commonly used various sens searching looking inspecting etc,emoji represents magnifying glass tilted right often used symbolize searching investigating examining something closely,"glass, magnifying, search, tool"
🔏,1f50f,locked closed padlock fountain pen nib positioned various angle front vendor implement design locked similar design fountain pen black nib may represent digital certificate publickey technology,emoji represents locked padlock pen inside often used symbolize confidentiality security locked document accessed edited permission,"ink, lock, nib, pen, privacy"
